EL13_ENG_0001	E0052846	LOC	N	N	N
EL13_ENG_0002	NIL0001	GPE	N	N	N
EL13_ENG_0003	E0462439	ORG	N	N	N
EL13_ENG_0004	E0802613	PER	N	N	N
EL13_ENG_0005	NIL0002	ORG	N	N	N
EL13_ENG_0006	NIL0003	PER	N	N	N
EL13_ENG_0007	E0787371	ORG	N	N	N
EL13_ENG_0008	NIL0004	GPE	N	N	N
EL13_ENG_0009	NIL0005	LOC	N	N	N
EL13_ENG_0010	E0505048	LOC	N	N	N
EL13_ENG_0011	E0276658	LOC	N	N	N
EL13_ENG_0012	NIL0006	PER	N	N	N
EL13_ENG_0013	E0175657	LOC	N	N	N
EL13_ENG_0014	NIL0007	GPE	N	N	N
EL13_ENG_0015	NIL0008	ORG	N	N	N
EL13_ENG_0016	E0273299	LOC	N	N	N
EL13_ENG_0017	NIL0009	GPE	N	N	N
EL13_ENG_0018	E0775506	LOC	N	N	N
EL13_ENG_0019	NIL0010	LOC	N	N	N
EL13_ENG_0020	NIL0011	GPE	N	N	N
EL13_ENG_0021	NIL0012	GPE	N	N	N
EL13_ENG_0022	E0658319	LOC	N	N	N
EL13_ENG_0023	E0692580	ORG	N	N	N
EL13_ENG_0024	NIL0013	LOC	N	N	N
EL13_ENG_0025	E0283561	ORG	N	N	N
EL13_ENG_0026	NIL0014	LOC	N	N	N
EL13_ENG_0027	E0145283	LOC	N	N	N
EL13_ENG_0028	NIL0015	GPE	N	N	N
EL13_ENG_0029	NIL0016	PER	N	N	N
EL13_ENG_0030	NIL0017	ORG	N	N	N
EL13_ENG_0031	NIL0018	LOC	N	N	N
EL13_ENG_0032	NIL0019	LOC	N	N	N
EL13_ENG_0033	E0696372	LOC	N	N	N
EL13_ENG_0034	NIL0020	LOC	N	N	N
EL13_ENG_0035	NIL0021	GPE	N	N	N
EL13_ENG_0036	NIL0022	ORG	N	N	N
EL13_ENG_0037	NIL0023	GPE	N	N	N
EL13_ENG_0038	NIL0024	PER	N	N	N
EL13_ENG_0039	E0603224	LOC	N	N	N
EL13_ENG_0040	NIL0025	GPE	N	N	N
EL13_ENG_0041	NIL0026	GPE	N	N	N
EL13_ENG_0042	NIL0027	GPE	N	N	N
EL13_ENG_0043	E0514991	LOC	N	N	N
EL13_ENG_0044	NIL0028	ORG	N	N	N
EL13_ENG_0045	E0170122	PER	N	N	N
EL13_ENG_0046	NIL0029	ORG	N	N	N
EL13_ENG_0047	NIL0030	GPE	N	N	N
EL13_ENG_0048	NIL0031	LOC	N	N	N
EL13_ENG_0049	NIL0032	ORG	N	N	N
EL13_ENG_0050	E0140687	PER	N	N	N
EL13_ENG_0051	NIL0033	PER	N	N	N
EL13_ENG_0052	NIL0034	GPE	N	N	N
EL13_ENG_0053	NIL0035	GPE	N	N	N
EL13_ENG_0054	E0166967	LOC	N	N	N
EL13_ENG_0055	NIL0036	GPE	N	N	N
EL13_ENG_0056	NIL0037	LOC	N	N	N
EL13_ENG_0057	NIL0038	GPE	N	N	N
EL13_ENG_0058	NIL0039	ORG	N	N	N
EL13_ENG_0059	NIL0040	GPE	N	N	N
EL13_ENG_0060	NIL0041	GPE	N	N	N
EL13_ENG_0061	NIL0042	GPE	N	N	N
EL13_ENG_0062	NIL0043	PER	N	N	N
EL13_ENG_0063	NIL0044	PER	N	N	N
EL13_ENG_0064	NIL0045	ORG	N	N	N
EL13_ENG_0065	NIL0046	GPE	N	N	N
