EL13_ENG_0001	E0546104	GPE	DF	N	N
EL13_ENG_0002	E0018102	GPE	DF	N	N
EL13_ENG_0003	NIL0001	ORG	NW	N	N
EL13_ENG_0004	E0802613	PER	NW	N	N
EL13_ENG_0005	NIL0002	ORG	NW	N	N
EL13_ENG_0006	NIL0003	PER	NW	N	N
EL13_ENG_0007	E0787371	ORG	WB	N	N
EL13_ENG_0008	NIL0004	GPE	DF	N	Y
EL13_ENG_0009	E0212527	GPE	DF	N	N
EL13_ENG_0010	E0505048	GPE	NW	N	N
EL13_ENG_0011	E0276658	GPE	NW	N	N
EL13_ENG_0012	NIL0005	PER	WB	N	N
EL13_ENG_0013	E0175657	GPE	NW	N	N
EL13_ENG_0014	E0466576	ORG	NW	N	N
EL13_ENG_0015	NIL0006	ORG	DF	N	N
EL13_ENG_0016	E0273299	GPE	DF	N	N
EL13_ENG_0017	NIL0007	GPE	NW	Y	N
EL13_ENG_0018	E0775506	GPE	NW	N	N
EL13_ENG_0019	E0572853	GPE	NW	N	N
EL13_ENG_0020	E0620264	GPE	NW	N	N
EL13_ENG_0021	NIL0010	ORG	NW	N	N
EL13_ENG_0022	E0658319	GPE	DF	N	N
EL13_ENG_0023	NIL0011	ORG	NW	N	N
EL13_ENG_0024	E0775506	GPE	DF	N	N
EL13_ENG_0025	NIL0012	ORG	DF	N	N
EL13_ENG_0026	E0769300	GPE	DF	N	N
EL13_ENG_0027	E0145283	GPE	NW	N	N
EL13_ENG_0028	E0767323	ORG	DF	N	N
EL13_ENG_0029	E0789035	PER	NW	N	Y
EL13_ENG_0030	NIL0013	ORG	WB	N	N
EL13_ENG_0031	E0401466	GPE	DF	N	N
EL13_ENG_0032	NIL0015	GPE	DF	N	N
EL13_ENG_0033	E0696372	GPE	NW	N	N
EL13_ENG_0034	E0378751	GPE	DF	N	N
EL13_ENG_0035	NIL0016	PER	DF	N	N
EL13_ENG_0036	NIL0017	ORG	NW	N	N
EL13_ENG_0037	NIL0018	ORG	NW	N	N
EL13_ENG_0038	NIL0019	PER	NW	N	N
EL13_ENG_0039	E0603224	GPE	DF	N	N
EL13_ENG_0040	NIL0020	ORG	NW	N	N
EL13_ENG_0041	NIL0021	GPE	NW	N	N
EL13_ENG_0042	NIL0016	PER	DF	N	N
EL13_ENG_0043	E0514991	GPE	NW	N	N
EL13_ENG_0044	E0389982	ORG	NW	N	N
EL13_ENG_0045	E0168820	PER	NW	N	N
EL13_ENG_0046	E0794667	ORG	NW	N	N
EL13_ENG_0047	E0042497	GPE	NW	N	N
EL13_ENG_0048	E0756436	GPE	DF	N	N
EL13_ENG_0049	NIL0022	ORG	NW	N	N
EL13_ENG_0050	NIL0023	PER	NW	Y	N
EL13_ENG_0051	NIL0024	PER	DF	N	N
EL13_ENG_0052	NIL0025	PER	DF	N	N
EL13_ENG_0053	E0039357	GPE	NW	Y	N
EL13_ENG_0054	E0166967	GPE	NW	N	N
EL13_ENG_0055	NIL0012	ORG	WB	N	N
EL13_ENG_0056	NIL0015	GPE	DF	Y	N
EL13_ENG_0057	NIL0027	PER	WB	N	N
EL13_ENG_0058	NIL0028	ORG	DF	N	N
EL13_ENG_0059	E0546104	GPE	NW	N	N
EL13_ENG_0060	NIL0029	ORG	NW	N	N
EL13_ENG_0061	NIL0012	ORG	DF	N	N
EL13_ENG_0062	NIL0030	PER	NW	N	N
EL13_ENG_0063	E0401620	PER	DF	N	N
EL13_ENG_0064	NIL0031	ORG	WB	N	N
EL13_ENG_0065	NIL0032	GPE	NW	N	N
EL13_ENG_0066	E0321282	ORG	WB	N	N
EL13_ENG_0067	NIL0033	ORG	DF	N	N
EL13_ENG_0068	E0626338	GPE	NW	N	Y
EL13_ENG_0069	E0819391	PER	WB	N	N
EL13_ENG_0070	E0308554	PER	NW	N	N
EL13_ENG_0071	E0743050	PER	DF	N	N
EL13_ENG_0072	E0767323	ORG	WB	N	N
EL13_ENG_0073	NIL0034	ORG	DF	N	N
EL13_ENG_0074	NIL0035	PER	NW	N	N
EL13_ENG_0075	E0071746	GPE	NW	N	N
EL13_ENG_0076	E0508606	PER	NW	N	N
EL13_ENG_0077	E0750615	PER	WB	Y	Y
EL13_ENG_0078	NIL0036	PER	NW	N	N
EL13_ENG_0079	E0568801	PER	NW	N	Y
EL13_ENG_0080	NIL0037	PER	WB	N	N
EL13_ENG_0081	E0031352	GPE	NW	N	N
EL13_ENG_0082	E0199103	GPE	DF	N	N
EL13_ENG_0083	E0099020	GPE	DF	N	N
EL13_ENG_0084	E0337348	GPE	DF	N	N
EL13_ENG_0085	E0789399	PER	NW	N	N
EL13_ENG_0086	E0533047	GPE	NW	N	N
EL13_ENG_0087	NIL0038	GPE	NW	N	N
EL13_ENG_0088	E0021949	GPE	DF	N	N
EL13_ENG_0089	NIL0039	PER	NW	N	N
EL13_ENG_0090	NIL0038	GPE	NW	N	N
EL13_ENG_0091	NIL0040	ORG	WB	N	N
EL13_ENG_0092	E0640127	GPE	NW	N	N
EL13_ENG_0093	E0553745	PER	DF	N	N
EL13_ENG_0094	E0121306	ORG	WB	N	N
EL13_ENG_0095	NIL0041	ORG	WB	N	N
EL13_ENG_0096	NIL0042	PER	NW	N	N
EL13_ENG_0097	NIL0043	ORG	NW	N	N
EL13_ENG_0098	E0143563	GPE	DF	N	N
EL13_ENG_0099	E0658319	GPE	NW	N	N
EL13_ENG_0100	NIL0044	PER	NW	N	N
EL13_ENG_0101	NIL0027	PER	WB	N	N
EL13_ENG_0102	E0143563	GPE	DF	N	Y
EL13_ENG_0103	NIL0045	ORG	DF	N	N
EL13_ENG_0104	E0166967	GPE	NW	N	Y
EL13_ENG_0105	NIL0046	GPE	NW	N	N
EL13_ENG_0106	E0739756	PER	NW	N	N
EL13_ENG_0107	E0727668	GPE	DF	N	N
EL13_ENG_0108	E0713757	PER	WB	N	N
EL13_ENG_0109	E0628655	GPE	DF	N	N
EL13_ENG_0110	E0403166	ORG	WB	N	N
EL13_ENG_0111	NIL0047	PER	NW	N	N
EL13_ENG_0112	NIL0048	PER	NW	N	N
EL13_ENG_0113	NIL0049	PER	WB	Y	Y
EL13_ENG_0114	NIL0050	PER	NW	N	N
EL13_ENG_0115	E0392156	GPE	DF	N	N
EL13_ENG_0116	NIL0051	ORG	NW	N	N
EL13_ENG_0117	E0628655	GPE	NW	N	N
EL13_ENG_0118	NIL0400	PER	NW	N	Y
EL13_ENG_0119	E0476420	PER	DF	N	N
EL13_ENG_0120	E0501368	ORG	WB	N	N
EL13_ENG_0121	E0401466	GPE	DF	N	N
EL13_ENG_0122	E0725358	PER	WB	N	N
EL13_ENG_0123	E0643782	GPE	NW	N	Y
EL13_ENG_0124	E0277375	GPE	DF	N	Y
EL13_ENG_0125	NIL0052	PER	DF	N	N
EL13_ENG_0126	E0585369	GPE	NW	N	N
EL13_ENG_0127	NIL0053	ORG	WB	N	N
EL13_ENG_0128	NIL0054	ORG	DF	N	N
EL13_ENG_0129	NIL0055	ORG	WB	N	N
EL13_ENG_0130	E0566375	PER	WB	N	N
EL13_ENG_0131	NIL0056	PER	NW	N	N
EL13_ENG_0132	E0351519	ORG	NW	N	N
EL13_ENG_0133	E0396223	PER	NW	N	N
EL13_ENG_0134	NIL0052	PER	NW	N	N
EL13_ENG_0135	E0567902	PER	DF	N	N
EL13_ENG_0136	NIL0057	ORG	NW	N	N
EL13_ENG_0137	E0643782	GPE	DF	N	Y
EL13_ENG_0138	E0787907	GPE	DF	Y	N
EL13_ENG_0139	E0478806	ORG	NW	N	N
EL13_ENG_0140	NIL0059	PER	WB	N	N
EL13_ENG_0141	E0465944	GPE	DF	N	N
EL13_ENG_0142	NIL0060	PER	NW	N	N
EL13_ENG_0143	E0068419	GPE	NW	N	N
EL13_ENG_0144	NIL0062	GPE	NW	N	N
EL13_ENG_0145	NIL0063	ORG	NW	N	N
EL13_ENG_0146	E0339153	GPE	DF	N	N
EL13_ENG_0147	NIL0064	GPE	DF	N	N
EL13_ENG_0148	NIL0065	ORG	NW	N	N
EL13_ENG_0149	NIL0066	ORG	WB	N	N
EL13_ENG_0150	E0809296	GPE	DF	N	N
EL13_ENG_0151	NIL0067	ORG	NW	N	N
EL13_ENG_0152	NIL0068	PER	NW	N	N
EL13_ENG_0153	E0290954	GPE	DF	N	N
EL13_ENG_0154	E0434259	PER	NW	N	Y
EL13_ENG_0155	NIL0069	ORG	NW	N	N
EL13_ENG_0156	NIL0070	ORG	NW	N	N
EL13_ENG_0157	NIL0071	GPE	DF	N	N
EL13_ENG_0158	E0591761	PER	NW	N	N
EL13_ENG_0159	E0478806	ORG	NW	N	N
EL13_ENG_0160	E0299270	PER	DF	N	N
